GT,Model_1_0,Model_1_1,Model_2_0,Model_2_1
0,0.4175491679273828,0.5824508320726173,0.9538385603284852,0.04616143967151221
0,0.8287167891464104,0.1712832108535896,0.8777192211329795,0.12228077886701813
0,0.9271186440677966,0.07288135593220339,0.9463506138542741,0.0536493861457287
0,0.6024539877300613,0.39754601226993863,0.8729428465551697,0.12705715344482887
0,0.6743542435424354,0.32564575645756455,0.9964687548449146,0.0035312451550875575
0,0.4175491679273828,0.5824508320726173,0.9771943689138324,0.02280563108616815
0,0.35526315789473684,0.6447368421052632,0.9718820219668696,0.028117978033132148
0,0.9271186440677966,0.07288135593220339,0.6757143039566389,0.3242856960433641
1,0.07681940700808626,0.9231805929919138,0.8160359517755837,0.18396404822441473
0,0.8090909090909091,0.19090909090909092,0.9862302246289394,0.01376977537106376
0,0.8287167891464104,0.1712832108535896,0.9851568915006532,0.014843108499344572
1,0.017857142857142856,0.9821428571428571,5.640275393103911e-11,0.9999999999435971
0,0.8287167891464104,0.1712832108535896,0.0029520805679612533,0.9970479194320385
1,0.1338709677419355,0.8661290322580645,2.802517530053641e-06,0.9999971974824695
1,0.07681940700808626,0.9231805929919138,0.09682792915307681,0.9031720708469199
1,0.1338709677419355,0.8661290322580645,0.48710955056544525,0.5128904494345565
1,0.1338709677419355,0.8661290322580645,0.11727169242640392,0.8827283075735985
0,0.6743542435424354,0.32564575645756455,0.9928862816590889,0.007113718340913727
1,0.010067114093959731,0.9899328859060402,7.51520463191056e-24,1.0
0,0.6743542435424354,0.32564575645756455,0.9930090983829064,0.006990901617093024
1,0.07681940700808626,0.9231805929919138,0.8093730411479794,0.190626958852024
0,0.6197183098591549,0.38028169014084506,0.9923845114180851,0.007615488581917123
0,0.4175491679273828,0.5824508320726173,0.9795280840546584,0.020471915945342162
0,0.6743542435424354,0.32564575645756455,0.9943088802282177,0.00569111977178256
1,0.1338709677419355,0.8661290322580645,0.9003344264666528,0.09966557353334496
1,0.1338709677419355,0.8661290322580645,0.08837077191681995,0.9116292280831785
0,0.4175491679273828,0.5824508320726173,0.9844453999269912,0.01555460007300759
1,0.0,1.0,3.779942927621259e-30,1.0
1,0.6743542435424354,0.32564575645756455,0.9880788572069291,0.011921142793069555
1,0.6743542435424354,0.32564575645756455,0.9927398622615573,0.007260137738440204
1,0.4175491679273828,0.5824508320726173,0.9377929124484443,0.062207087551558765
0,0.8287167891464104,0.1712832108535896,0.9589893020936795,0.04101069790632005
0,0.8403361344537815,0.15966386554621848,0.9865245151419714,0.013475484858025757
1,0.6024539877300613,0.39754601226993863,0.9504938924845615,0.049506107515437464
0,0.30412371134020616,0.6958762886597938,0.9116074708194485,0.08839252918055164
1,0.07681940700808626,0.9231805929919138,0.7814067353312389,0.21859326466876125
0,0.8287167891464104,0.1712832108535896,0.5724626373901616,0.4275373626098385
1,0.1338709677419355,0.8661290322580645,0.8091147863137432,0.19088521368625663
0,0.03910614525139665,0.9608938547486033,0.00017913377639649296,0.9998208662236009
0,0.8287167891464104,0.1712832108535896,0.98812490326973,0.011875096730272391
1,0.010067114093959731,0.9899328859060402,7.874564173847595e-28,1.0
1,0.07681940700808626,0.9231805929919138,0.003853331764148132,0.9961466682358502
0,0.6743542435424354,0.32564575645756455,0.989947148668595,0.010052851331402147
0,0.8287167891464104,0.1712832108535896,0.9786642211772658,0.021335778822735775
1,0.4175491679273828,0.5824508320726173,0.9867841111188236,0.013215888881178152
1,0.07681940700808626,0.9231805929919138,0.665532486243291,0.3344675137567089
0,0.35526315789473684,0.6447368421052632,0.9452141609485296,0.05478583905146719
1,0.4175491679273828,0.5824508320726173,0.9915892648880712,0.008410735111927876
0,0.6197183098591549,0.38028169014084506,0.9918347954612314,0.00816520453876668
1,0.8287167891464104,0.1712832108535896,0.9956462180538869,0.004353781946114751
1,0.8287167891464104,0.1712832108535896,0.9950170960127447,0.0049829039872561634
0,0.6743542435424354,0.32564575645756455,0.9941805572645391,0.005819442735459555
0,0.4175491679273828,0.5824508320726173,0.9663648474994624,0.03363515250053646
1,0.1338709677419355,0.8661290322580645,0.21962077936286856,0.7803792206371327
1,0.07681940700808626,0.9231805929919138,0.6246194477905149,0.37538055220948596
0,0.8287167891464104,0.1712832108535896,0.7815836984099738,0.21841630159002368
1,0.0,1.0,6.842026608502646e-30,1.0
0,0.9271186440677966,0.07288135593220339,0.9641414021379221,0.03585859786207855
0,0.6743542435424354,0.32564575645756455,0.06590847904836125,0.9340915209516353
1,0.8287167891464104,0.1712832108535896,0.9946697934999313,0.005330206500065345
0,0.4175491679273828,0.5824508320726173,0.9157345963124341,0.08426540368756444
1,0.6197183098591549,0.38028169014084506,0.9682406323455566,0.03175936765444176
1,0.35526315789473684,0.6447368421052632,0.9251550064266436,0.0748449935733584
0,0.8287167891464104,0.1712832108535896,0.8061934390891845,0.19380656091081636
0,0.9271186440677966,0.07288135593220339,0.4536322788850194,0.5463677211149816
1,0.07681940700808626,0.9231805929919138,0.16445787699582765,0.835542123004172
1,0.07681940700808626,0.9231805929919138,0.7822071271891851,0.21779287281081655
0,0.8287167891464104,0.1712832108535896,0.9941595959031754,0.005840404096821902
0,0.8403361344537815,0.15966386554621848,0.9559717071269288,0.044028292873073
1,0.07681940700808626,0.9231805929919138,0.022884909222997844,0.9771150907770052
1,0.1338709677419355,0.8661290322580645,0.9783065187639008,0.021693481236099373
0,0.6743542435424354,0.32564575645756455,0.9916225675931846,0.008377432406812458
0,0.8287167891464104,0.1712832108535896,0.8686653805637394,0.1313346194362586
0,0.6743542435424354,0.32564575645756455,0.9945389773931204,0.005461022606881915
1,0.8287167891464104,0.1712832108535896,0.990202925875934,0.009797074124068605
0,0.8287167891464104,0.1712832108535896,0.9846502170780521,0.015349782921946746
0,0.6743542435424354,0.32564575645756455,0.9945965192391316,0.005403480760870181
0,0.4782608695652174,0.5217391304347826,0.9737313272494557,0.026268672750544102
1,0.010067114093959731,0.9899328859060402,6.543153551378924e-11,0.9999999999345661
0,0.7074235807860262,0.2925764192139738,0.9802808557581562,0.01971914424184083
1,0.35526315789473684,0.6447368421052632,0.983283027236966,0.016716972763035794
1,0.010067114093959731,0.9899328859060402,2.0702674674292426e-10,0.9999999997929763
0,0.8287167891464104,0.1712832108535896,0.9902269346792003,0.009773065320796795
0,0.9271186440677966,0.07288135593220339,0.9159010055395908,0.08409899446040733
0,0.9271186440677966,0.07288135593220339,0.8614478513656096,0.13855214863439244
1,0.1338709677419355,0.8661290322580645,0.9539177266308527,0.046082273369145006
1,0.6197183098591549,0.38028169014084506,0.9919197629409534,0.008080237059048414
0,0.8287167891464104,0.1712832108535896,0.9236147712804915,0.07638522871950877
0,0.6743542435424354,0.32564575645756455,0.9908810610633288,0.00911893893667018
0,0.4175491679273828,0.5824508320726173,0.9906593491813876,0.009340650818611981
1,0.4175491679273828,0.5824508320726173,0.9862985963283912,0.013701403671611444
1,0.6197183098591549,0.38028169014084506,0.9820350886572132,0.01796491134278537
0,0.6743542435424354,0.32564575645756455,0.9940307471846296,0.005969252815372885
0,0.9271186440677966,0.07288135593220339,0.9893099095755096,0.010690090424491117
1,0.1338709677419355,0.8661290322580645,0.9876471780580646,0.012352821941936605
1,0.07681940700808626,0.9231805929919138,0.10767252424509782,0.8923274757549013
1,0.03910614525139665,0.9608938547486033,0.0005634668853737815,0.9994365331146232
1,0.07681940700808626,0.9231805929919138,0.6904418859612039,0.30955811403879685
1,0.1338709677419355,0.8661290322580645,0.9525053975736636,0.0474946024263341
1,0.1338709677419355,0.8661290322580645,0.8585172789531059,0.1414827210468942
1,0.4175491679273828,0.5824508320726173,0.9868472329211233,0.013152767078876835
1,0.8287167891464104,0.1712832108535896,0.9912872620047076,0.008712737995293814
0,0.4175491679273828,0.5824508320726173,0.9910043628398119,0.008995637160191595
0,0.4175491679273828,0.5824508320726173,0.9939815499173364,0.006018450082661476
1,0.4175491679273828,0.5824508320726173,0.8850468337565934,0.11495316624340544
0,0.6743542435424354,0.32564575645756455,0.988574337874735,0.011425662125267261
0,0.8287167891464104,0.1712832108535896,0.9947100900846884,0.005289909915311106
1,0.07681940700808626,0.9231805929919138,0.8354783497631016,0.16452165023690005
0,0.7074235807860262,0.2925764192139738,0.9742380892826082,0.025761910717389216
1,0.6024539877300613,0.39754601226993863,0.9324961458253487,0.06750385417465003
0,0.6743542435424354,0.32564575645756455,0.9870314945693579,0.012968505430644662
1,0.6024539877300613,0.39754601226993863,0.5453320561506171,0.454667943849382
1,0.6743542435424354,0.32564575645756455,0.9911338565498239,0.008866143450177178
0,0.6024539877300613,0.39754601226993863,0.9340829579542022,0.06591704204579803
0,0.6197183098591549,0.38028169014084506,0.9793858715371101,0.020614128462888813
0,0.4175491679273828,0.5824508320726173,0.9788295847231762,0.021170415276820797
0,0.6743542435424354,0.32564575645756455,0.9150655510483553,0.08493444895164216
1,0.1338709677419355,0.8661290322580645,8.506981312805639e-12,0.9999999999914948
0,0.6024539877300613,0.39754601226993863,0.5204665347109729,0.4795334652890298
1,0.35526315789473684,0.6447368421052632,0.8964549131772378,0.10354508682276414
1,0.6743542435424354,0.32564575645756455,0.9833380720349734,0.01666192796502613
0,0.6743542435424354,0.32564575645756455,0.9813849362318705,0.018615063768128545
1,0.11428571428571428,0.8857142857142857,0.0033302685293165025,0.9966697314706838
0,0.6197183098591549,0.38028169014084506,0.9850269110371231,0.014973088962874387
1,0.4175491679273828,0.5824508320726173,0.964475310231768,0.03552468976823522
0,0.6024539877300613,0.39754601226993863,0.9569797428869493,0.04302025711305071
0,0.8287167891464104,0.1712832108535896,0.6873263203915719,0.3126736796084302
0,0.6743542435424354,0.32564575645756455,0.973892833665981,0.02610716633402002
0,0.8287167891464104,0.1712832108535896,0.7621198730798177,0.23788012692018298
0,0.7074235807860262,0.2925764192139738,0.7988734601747486,0.20112653982525414
0,0.07681940700808626,0.9231805929919138,0.9175737276013279,0.08242627239867494
0,0.6743542435424354,0.32564575645756455,0.04150275002005908,0.9584972499799413
1,0.0,1.0,1.1662575146012655e-26,1.0
1,0.4175491679273828,0.5824508320726173,0.9689750212332363,0.031024978766764997
0,0.9271186440677966,0.07288135593220339,0.9883247780038731,0.011675221996123836
0,0.8287167891464104,0.1712832108535896,0.9760017077746179,0.0239982922253806
1,0.8287167891464104,0.1712832108535896,5.4392528882508e-05,0.9999456074711176
1,0.6197183098591549,0.38028169014084506,0.9838916913377359,0.016108308662266757
0,0.6197183098591549,0.38028169014084506,0.993500302141883,0.006499697858115067
1,0.07681940700808626,0.9231805929919138,0.8496035647128203,0.15039643528717775
1,0.6743542435424354,0.32564575645756455,0.9930840660061838,0.006915933993814413
0,0.6197183098591549,0.38028169014084506,0.9894046304931458,0.010595369506855986
1,0.07681940700808626,0.9231805929919138,0.5878334362916975,0.4121665637083054
0,0.6743542435424354,0.32564575645756455,0.9945643208154821,0.0054356791845185486
0,0.8287167891464104,0.1712832108535896,0.06388064088977052,0.9361193591102289
1,0.010067114093959731,0.9899328859060402,6.503400166711225e-08,0.9999999349660008
0,0.8287167891464104,0.1712832108535896,0.9960645026845294,0.003935497315469859
1,0.4175491679273828,0.5824508320726173,0.9856292957261223,0.014370704273875767
1,0.0,1.0,2.396889932280428e-23,1.0
1,0.6743542435424354,0.32564575645756455,0.9882210613491131,0.011778938650885437
1,0.9271186440677966,0.07288135593220339,7.783795392871652e-17,1.0
0,0.9271186440677966,0.07288135593220339,0.904655283853701,0.09534471614629765
0,0.4175491679273828,0.5824508320726173,0.9921773174293987,0.007822682570598788
1,0.4175491679273828,0.5824508320726173,0.7974273010482446,0.2025726989517548
1,0.07681940700808626,0.9231805929919138,0.38701289302417075,0.6129871069758285
1,0.8090909090909091,0.19090909090909092,0.9939574133795287,0.006042586620474006
1,0.35526315789473684,0.6447368421052632,0.9603992287080778,0.03960077129192238
0,0.30412371134020616,0.6958762886597938,0.7066504261640307,0.29334957383596677
0,0.7074235807860262,0.2925764192139738,0.6730491718874129,0.32695082811259
0,0.8287167891464104,0.1712832108535896,0.9951603781728992,0.004839621827097571
0,0.7074235807860262,0.2925764192139738,0.8992507276900653,0.10074927230993325
0,0.8287167891464104,0.1712832108535896,0.9948351526938223,0.005164847306175072
0,0.7074235807860262,0.2925764192139738,0.7207429801494578,0.2792570198505416
1,0.30412371134020616,0.6958762886597938,0.734849163463611,0.2651508365363917
1,0.8090909090909091,0.19090909090909092,0.9864931909538469,0.013506809046155806
0,0.4175491679273828,0.5824508320726173,0.9795895306265764,0.020410469373421853
0,0.8287167891464104,0.1712832108535896,0.9965732801448066,0.003426719855190375
1,0.010067114093959731,0.9899328859060402,8.69732291179281e-66,1.0
1,0.07681940700808626,0.9231805929919138,0.4436820623033644,0.5563179376966331
0,0.7074235807860262,0.2925764192139738,0.8859230025544591,0.11407699744554431
0,0.8287167891464104,0.1712832108535896,0.010337980575335526,0.9896620194246654
0,0.6197183098591549,0.38028169014084506,0.9902009523548538,0.009799047645142901
1,0.0,1.0,2.1412153204326455e-27,1.0
0,0.8287167891464104,0.1712832108535896,0.9943595685661597,0.005640431433842456
1,0.4175491679273828,0.5824508320726173,0.9578649309426078,0.042135069057392754
0,0.8287167891464104,0.1712832108535896,0.8355686920334973,0.16443130796650496
1,0.4175491679273828,0.5824508320726173,0.9865437878184514,0.013456212181548572
1,0.1338709677419355,0.8661290322580645,0.8356212345085582,0.16437876549144106
0,0.6743542435424354,0.32564575645756455,0.9914383939523531,0.008561606047649965
0,0.8287167891464104,0.1712832108535896,0.9559485585897023,0.04405144141029754
1,0.1338709677419355,0.8661290322580645,0.8650482207845669,0.13495177921543453
0,0.9271186440677966,0.07288135593220339,0.9319600835005001,0.06803991649949835
0,0.8287167891464104,0.1712832108535896,0.9141985313127664,0.08580146868723626
0,0.6743542435424354,0.32564575645756455,0.9953910797149929,0.004608920285008365
1,0.6197183098591549,0.38028169014084506,0.5286889902508629,0.47131100974913753
0,0.8090909090909091,0.19090909090909092,0.9854432819078811,0.014556718092120497
0,0.6743542435424354,0.32564575645756455,0.9851680971481848,0.014831902851817002
1,0.010067114093959731,0.9899328859060402,4.1771985898916233e-26,1.0
1,0.0,1.0,9.14921761624333e-14,0.9999999999999076
0,0.6743542435424354,0.32564575645756455,0.9948062204206362,0.005193779579362275
1,0.010067114093959731,0.9899328859060402,9.688943329099693e-26,1.0
1,0.010067114093959731,0.9899328859060402,0.00023146909171255326,0.999768530908286
1,0.8090909090909091,0.19090909090909092,0.9175536618471535,0.08244633815284667
1,0.010067114093959731,0.9899328859060402,4.3786590346736375e-13,0.9999999999995595
0,0.8287167891464104,0.1712832108535896,0.9670828756331256,0.03291712436687619
0,0.7074235807860262,0.2925764192139738,0.8592134102422561,0.14078658975774272
1,0.0,1.0,7.641895273082158e-18,1.0
0,0.8287167891464104,0.1712832108535896,0.9957095612420886,0.004290438757914575
0,0.8287167891464104,0.1712832108535896,0.995489038849501,0.004510961150496442
1,0.010067114093959731,0.9899328859060402,6.999153928903004e-08,0.9999999300084592
0,0.8403361344537815,0.15966386554621848,0.9782972045469813,0.02170279545301857
1,0.0,1.0,0.009292131971251111,0.9907078680287477
1,0.30412371134020616,0.6958762886597938,0.06232368956125362,0.9376763104387482
0,0.6743542435424354,0.32564575645756455,0.8376457354839243,0.1623542645160729
0,0.6743542435424354,0.32564575645756455,0.8796838966443615,0.12031610335563632
0,0.8287167891464104,0.1712832108535896,0.9942365873248734,0.0057634126751285675
0,0.8287167891464104,0.1712832108535896,0.9721120804347808,0.027887919565217013
1,0.07681940700808626,0.9231805929919138,0.9006824502485019,0.09931754975150014
0,0.8287167891464104,0.1712832108535896,0.9933750054830972,0.006624994516902777
0,0.4175491679273828,0.5824508320726173,0.98992595815399,0.010074041846007402
0,0.9271186440677966,0.07288135593220339,0.11200123921750785,0.8879987607824955
0,0.8287167891464104,0.1712832108535896,0.9947404758939349,0.005259524106065666
1,0.7074235807860262,0.2925764192139738,0.7738100891346517,0.2261899108653465
1,0.6743542435424354,0.32564575645756455,0.9905008194629628,0.00949918053703714
0,0.4175491679273828,0.5824508320726173,0.9910105923064728,0.008989407693525131
1,0.03910614525139665,0.9608938547486033,0.07561128644752851,0.9243887135524699
0,0.8287167891464104,0.1712832108535896,0.005969829705223776,0.9940301702947753
1,0.6743542435424354,0.32564575645756455,0.9904881496794616,0.00951185032053606
0,0.8287167891464104,0.1712832108535896,0.9932935833577786,0.0067064166422178394
0,0.9271186440677966,0.07288135593220339,0.03189378772069701,0.9681062122793047
1,0.07681940700808626,0.9231805929919138,0.7662331101662012,0.23376688983379532
0,0.4175491679273828,0.5824508320726173,0.943811238379347,0.05618876162065648
1,0.010067114093959731,0.9899328859060402,1.8283037621945012e-37,1.0
0,0.6024539877300613,0.39754601226993863,0.9890934374135487,0.010906562586453726
0,0.6024539877300613,0.39754601226993863,0.9756569211907687,0.02434307880923036
1,0.4175491679273828,0.5824508320726173,0.9887072651505102,0.011292734849491469
1,0.03910614525139665,0.9608938547486033,2.887018696903906e-17,1.0
0,0.4175491679273828,0.5824508320726173,0.9868730881015657,0.013126911898432205
1,0.07681940700808626,0.9231805929919138,0.027228099957638655,0.9727719000423614
0,0.4175491679273828,0.5824508320726173,0.9788858105776446,0.02111418942235629
0,0.6743542435424354,0.32564575645756455,0.9923779086867942,0.007622091313204395
0,0.9271186440677966,0.07288135593220339,0.8300664746215265,0.16993352537847306
0,0.4175491679273828,0.5824508320726173,0.9766848727203536,0.02331512727964452
0,0.8287167891464104,0.1712832108535896,0.9866447568685742,0.013355243131428442
0,0.8287167891464104,0.1712832108535896,0.9697822089830064,0.030217791016991735
0,0.9271186440677966,0.07288135593220339,0.5762210663434402,0.4237789336565628
0,0.4175491679273828,0.5824508320726173,0.9850910583925802,0.01490894160742288
0,0.8287167891464104,0.1712832108535896,0.9948437468009311,0.005156253199065817
0,0.8287167891464104,0.1712832108535896,0.27270808178278555,0.7272919182172142
1,0.35526315789473684,0.6447368421052632,0.9663961412712575,0.0336038587287403
0,0.9271186440677966,0.07288135593220339,0.9951941144626849,0.004805885537312857
0,0.8287167891464104,0.1712832108535896,0.9744931931754987,0.02550680682450315
0,0.8287167891464104,0.1712832108535896,0.9963293337115909,0.003670666288410356
1,0.0,1.0,5.441157799262634e-13,0.9999999999994529
1,0.11428571428571428,0.8857142857142857,0.26313642872759646,0.736863571272405
0,0.6743542435424354,0.32564575645756455,0.9946432159356579,0.005356784064342831
0,0.8287167891464104,0.1712832108535896,0.9955347226514524,0.004465277348544887
0,0.6743542435424354,0.32564575645756455,0.9933820303067579,0.0066179696932400205
1,0.35526315789473684,0.6447368421052632,0.38997566795996147,0.610024332040035
0,0.6743542435424354,0.32564575645756455,0.9901236787615427,0.009876321238458207
1,0.8287167891464104,0.1712832108535896,0.982162877317494,0.017837122682509466
1,0.30412371134020616,0.6958762886597938,0.14905551251997412,0.850944487480024
0,0.6743542435424354,0.32564575645756455,0.8528367164760143,0.14716328352398367
1,0.8287167891464104,0.1712832108535896,0.0005738888922671226,0.9994261111077328
1,0.4175491679273828,0.5824508320726173,0.9778032082250548,0.022196791774945154
1,0.07681940700808626,0.9231805929919138,0.9200005552071457,0.07999944479285306
0,0.8287167891464104,0.1712832108535896,0.8696548726405743,0.13034512735942405
0,0.8287167891464104,0.1712832108535896,0.9361595177521512,0.06384048224784869
0,0.6743542435424354,0.32564575645756455,0.9831216827583076,0.016878317241692052
1,0.1338709677419355,0.8661290322580645,0.00691827625791048,0.9930817237420865
1,0.1338709677419355,0.8661290322580645,0.6984787649133906,0.3015212350866082
1,0.010067114093959731,0.9899328859060402,0.3277100279849802,0.6722899720150192
0,0.6024539877300613,0.39754601226993863,0.9834786842270473,0.01652131577295204
1,0.6743542435424354,0.32564575645756455,0.993010791517875,0.006989208482125936
0,0.8287167891464104,0.1712832108535896,0.9933719671248,0.006628032875202517
1,0.010067114093959731,0.9899328859060402,4.774205495643868e-17,1.0
1,0.4175491679273828,0.5824508320726173,0.9871688329884787,0.012831167011524054
1,0.4175491679273828,0.5824508320726173,0.9480245681568511,0.05197543184314608
1,0.4175491679273828,0.5824508320726173,0.9638420731715994,0.03615792682839872
1,0.8287167891464104,0.1712832108535896,0.9780040445923895,0.021995955407613108
1,0.6197183098591549,0.38028169014084506,0.8327203841079837,0.16727961589201523
1,0.4175491679273828,0.5824508320726173,0.990479118381496,0.009520881618506737
1,0.6743542435424354,0.32564575645756455,0.00022626200579806949,0.9997737379942027
0,0.9271186440677966,0.07288135593220339,0.9279138307080979,0.07208616929189904
0,0.8287167891464104,0.1712832108535896,0.9956046930201087,0.004395306979893036
0,0.4175491679273828,0.5824508320726173,0.9787232539073853,0.02127674609261431
0,0.6024539877300613,0.39754601226993863,0.982113413146,0.01788658685399718
0,0.8287167891464104,0.1712832108535896,0.9939381606252138,0.006061839374788959
0,0.6743542435424354,0.32564575645756455,0.9913248019815002,0.008675198018500967
1,0.6024539877300613,0.39754601226993863,0.9015987609634002,0.09840123903660208
1,0.6197183098591549,0.38028169014084506,0.9931531045123472,0.0068468954876533
0,0.8287167891464104,0.1712832108535896,0.993230707795486,0.006769292204513081
1,0.1338709677419355,0.8661290322580645,0.7887747668659472,0.21122523313405314
1,0.010067114093959731,0.9899328859060402,9.413483207447661e-06,0.9999905865167923
0,0.9271186440677966,0.07288135593220339,0.9207888877862797,0.07921111221372369
0,0.8287167891464104,0.1712832108535896,0.12347911902599049,0.8765208809740124
1,0.010067114093959731,0.9899328859060402,1.2956605081902073e-11,0.9999999999870468
1,0.03910614525139665,0.9608938547486033,1.3239623148568726e-05,0.9999867603768484
0,0.8287167891464104,0.1712832108535896,0.9957182963997993,0.004281703600201492
1,0.0,1.0,0.0014896240767425068,0.9985103759232556
0,0.07681940700808626,0.9231805929919138,0.9133425175844266,0.08665748241557512
1,0.1338709677419355,0.8661290322580645,0.13642302518008928,0.8635769748199139
0,0.6743542435424354,0.32564575645756455,0.9934019406624538,0.006598059337546471
1,0.07681940700808626,0.9231805929919138,0.8130643860751391,0.1869356139248583
1,0.1338709677419355,0.8661290322580645,0.9751046038135917,0.02489539618640608
0,0.8287167891464104,0.1712832108535896,0.9937101804623052,0.006289819537694544
1,0.30412371134020616,0.6958762886597938,0.9166986706178638,0.08330132938213276
0,0.07681940700808626,0.9231805929919138,0.5880552310455397,0.41194476895445914
1,0.07681940700808626,0.9231805929919138,0.7018271025113808,0.29817289748861925
0,0.6024539877300613,0.39754601226993863,0.9451377575978432,0.05486224240215638
0,0.6197183098591549,0.38028169014084506,0.9930354851433366,0.006964514856664775
0,0.8090909090909091,0.19090909090909092,0.6571178916899578,0.3428821083100432
1,0.4175491679273828,0.5824508320726173,0.9547091927965565,0.04529080720344513
1,0.017857142857142856,0.9821428571428571,1.173128267473998e-27,1.0
1,0.010067114093959731,0.9899328859060402,7.148509940307214e-15,0.9999999999999929
0,0.4175491679273828,0.5824508320726173,0.9833688760213325,0.01663112397866943
1,0.07681940700808626,0.9231805929919138,0.6517717946549944,0.34822820534500715
0,0.6197183098591549,0.38028169014084506,0.993335685827478,0.0066643141725247984
0,0.8287167891464104,0.1712832108535896,0.995412016576508,0.004587983423495304
0,0.6197183098591549,0.38028169014084506,0.815556227385421,0.1844437726145766
1,0.4175491679273828,0.5824508320726173,0.9235162383508777,0.07648376164912442
0,0.4175491679273828,0.5824508320726173,0.9894069351064982,0.010593064893503902
0,0.6024539877300613,0.39754601226993863,0.9788836261296534,0.02111637387034561
1,0.6024539877300613,0.39754601226993863,0.9061957156546195,0.0938042843453785
1,0.010067114093959731,0.9899328859060402,4.003127725442296e-58,1.0
1,0.1338709677419355,0.8661290322580645,0.8408826074625869,0.15911739253741117
1,0.010067114093959731,0.9899328859060402,3.6587525499340837e-41,1.0
1,0.6743542435424354,0.32564575645756455,1.9951773503168632e-08,0.9999999800482231
1,0.010067114093959731,0.9899328859060402,8.273697314742076e-15,0.9999999999999929
1,0.010067114093959731,0.9899328859060402,7.017653934977101e-06,0.9999929823460683
1,0.07681940700808626,0.9231805929919138,0.7209272644309681,0.2790727355690288
1,0.6743542435424354,0.32564575645756455,0.9815887100012801,0.018411289998718397
0,0.9271186440677966,0.07288135593220339,0.9739325474156649,0.026067452584332556
